Recipe ID	Recipe Name	Ingredients	Instructions	Total GHG	Energy (g)
120	Rice Cooked in Broth with Chicken and Bamboo Shoots	Rice: 300, Water: 0, Other seasoning: 36, Soy sauce: 36, Flavor seasoning: 6, Carrot: 40, Other vegetables: 0, Chicken: 150, Bambooshoot: 150	['(1) Wash the rice, soak it in water for at least 30 minutes (outside of that time), and drain it in a colander. ', '(2) Cut the chicken into 1.5cm cubes, and cut the bamboo shoots into 2cm long strips. Cut the carrot into 1cm long pieces. ', '(3) Put rice and A from (1) into a rice cooker, add water until it reaches the 2 cup mark, mix quickly, add chicken, bamboo shoots, and carrots from (2), and cook. outside). ', '(4) When the rice is cooked, mix it gently, put it in a bowl, and top with the mitsuba. ', '*The key is to place the ingredients on top of the rice and cook without stirring. ']	494.75	374.74
121	Tender Steamed Chicken Breast	Other alcohol: 60, Green onion: 55, Dried soup: 3.75, Chicken: 150	['(1) Spread the chicken open and prick both sides in several places with a fork. Slice the green onion diagonally into 1cm wide pieces. ', '(2) Put the chicken from (1) and half of the ``Whole Chicken Soup'' into a plastic bag. Add the green onions from (1), the remaining ``chicken soup,'' and sake, and mix them together to make ``Chinese-style pickled chicken breast and green onions.'' ', '(3) Transfer the contents of the bag from (2) to a pot, cover with aluminum foil, cover and heat over medium-low heat for 3 minutes. Turn over and heat over low heat for 2 minutes, let cool, and cut into bite-sized pieces. ', '(4) Place the green onions and chicken from (3) in a bowl and sprinkle with small onions. ', '*You can eat it right away, but the flavors will meld if you let it cool. ', '*Heating for a short time and letting it cool will result in a moist finish. ', '*You can also make ``Chinese stir-fried chicken breast and vegetables'' and \u3000 ``Chicken breast and tofu with Chinese sauce'' using ``Chinese-style pickled chicken breast and green onion''. ']	456.99	132.12
122	Easy Roast Chicken in a Frying Pan	Other seasoning: 27, Other leafy vegetables: 0, Sugar: 9, Edible oil: 8, Other alcohol: 30, Soy sauce: 18, Dried soup: 3.75, Chicken: 600	['(1) Soak the chicken in A (out of hours). ', '(2) Heat oil in a frying pan, add the chicken from (1) skin side down, cover and fry over medium-low heat for 6 to 8 minutes. ', '(3) When it is golden brown, turn it over, cover it and bake it for 3 to 5 minutes, add the pickling liquid from (1) and 1/2 to 3/4 cup of water, cover it and cook it for 3 to 5 minutes. Cook until thoroughly cooked, then remove the lid and cook until the broth has simmered. ', '(4) Place in a bowl and add watercress. ']	1219.15	675.92
123	Fragrant Microwave Fried Chicken	Other seasoning: 4, Lettuce: 0, Other dried food/seaweed: 13.5, Chicken: 200	['(1) Cut the chicken into bite-sized pieces, put them in a plastic bag, add the ``flavor paste'' and mix well. Add potato starch and shake the bag to coat the chicken. ', '(2) Arrange the chicken pieces from (1) in a heat-resistant container so that they do not overlap, and heat in the microwave (600W) for 4 minutes without wrapping. ', '(3) Place on a plate and add lettuce. ']	476.56	212.88
124	Chicken Wing Root with Radish	Water: 400, Sugar: 13.5, Other root vegetables: 0, Other alcohol: 30, Soy sauce: 27, Flavor seasoning: 3, Green onion: 0, White Radish: 200, Chicken: 200	['(1) Cut the radish into large half-moons and boil in plenty of water for about 30 minutes until soft. ', '(2) Put A into a pot and heat it. When it boils, add the chicken wings and the daikon radish from (1) and simmer on low heat for about 30 minutes. ', '(3) Place the chicken wings and radish from (2) in a bowl, pour the broth over it, and top with ginger and small onions. ']	573.84	189.47
125	Chicken and Bell Pepper Teriyaki Style	Other seasoning: 18, Edible oil: 3, Other alcohol: 15, Salt: 0, Soy sauce: 12, Flavor seasoning: 2, Green pepper: 80, Chicken: 200	['(1) Cut the chicken into bite-sized pieces and cut the green pepper into pieces. ', '(2) Heat sesame oil in a frying pan, add the chicken and peppers from (1) and fry on both sides. ', '(3) Add A and stir-fry to coat. ']	506.17	245.29
126	Ginger Grilled Chicken Breast	Other seasoning: 36, Edible oil: 12, Onion: 100, Other root vegetables: 10, Soy sauce: 18, Flavor seasoning: 1.5, Other dried food/seaweed: 9, Chicken: 180	['(1) Cut the chicken into strips. Cut the onions into thin slices. ', '(2) Put the chicken from (1) and A into a plastic bag and mix. ', '(3) Heat oil in a frying pan, add the onions from (1) and stir-fry. Once softened, add the chicken from (2) and fry until browned on both sides. ']	485.81	258.52
127	Salt Sauce Chicken	Other seasoning: 0, Other citrus fruits: 10, Green onion: 50, Dried soup: 2.5, Chicken: 250	['(1) Thinly slice the green onions. ', '(2) Put the chicken, green onions from (1), and A into a heat-resistant container, cover with plastic wrap, and heat in the microwave (600W) for 5 minutes. ']	546.43	244.04
128	Garlic Chicken Sauté	Other seasoning: 0, Edible oil: 6, Other root vegetables: 8, Dried soup: 2.5, Chicken: 250	['(1) Sprinkle A on the chicken. ', '(2) Heat olive oil in a frying pan, add the chicken from (1), cover and steam-fry for 6 to 7 minutes until heated through. ']	578.57	271.21
129	Rice Cooked in Broth with Chicken and Mushrooms	Rice: 300, Water: 0, Other root vegetables: 6, Other alcohol: 15, Salt: 0, Soy sauce: 36, Flavor seasoning: 8, Carrot: 20, Fried tofu: 20, Mushroom: 100, Chicken: 60	['(1) Wash the rice, soak it in water for at least 30 minutes (outside of that time), and drain it in a colander. ', '(2) Cut the chicken into 2cm cubes. Cut the fried tofu in half lengthwise and then into 5mm width pieces. Separate the shimeji mushrooms into florets, and cut the carrots into 5mm strips. Cut the ginger into 1cm long pieces. ', '(3) Put the rice and A from (1) in a rice cooker, pour water up to the 2 cup mark, add the chicken, fried tofu, shimeji mushrooms, carrots, and ginger from (2) and cook as usual (outside of working hours). ). ', '(4) Once cooked, mix gently. ']	354.25	325.52
130	Vinegar Braised Chicken Breast	Other seasoning: 27, Sugar: 13.5, Edible oil: 12, Other alcohol: 22.5, Soy sauce: 27, Flavor seasoning: 3, Cabbage: 240, Mayonnaise: 0, Vinegar: 22.5, Wheat flour: 18, Chicken: 300	['(1) Remove excess fat from chicken and cut into bite-sized pieces. Rub in the sake, let it sit for a while, and then sprinkle in the flour. ', '(2) Heat oil in a frying pan, add the chicken from (1), and fry over medium-low heat until browned and crispy on the surface. ', '(3) Place in a bowl, add cabbage, and add ``Pure Select Mayonnaise'' if desired. ']	728.01	392.36
131	Easy Chicken Stew in a Frying Pan	Water: 300, Other leafy vegetables: 200, Sugar: 9, Onion: 100, Other root vegetables: 1.25, Other alcohol: 15, Soy sauce: 27, Flavor seasoning: 3, Mushroom: 50, Chicken: 200	['(1) Cut the chicken in half. Slice the onion thinly and separate the shimeji mushrooms into small florets. Cut mizuna into 5cm lengths. ', '(2) Heat a frying pan, add the chicken from (1) skin-side down, add the onions, shimeji mushrooms, and A from (1) and simmer. ', '(3) Once the meat is cooked, add the ginger and mizuna from (1) and simmer quickly. ']	732.55	268.40
132	Chicken in Japanese Style Tomato Stew	Other seasoning: 18, Edible oil: 12, Onion: 100, Other root vegetables: 10, Soy sauce: 18, Flavor seasoning: 3, Tomato: 400, Other mushroom: 50, Chicken: 300	['(1) Remove excess fat from chicken and cut into bite-sized pieces. Thinly slice the onion and cut the king king mushroom into bite-sized pieces. ', '(2) Heat oil in a pan, add garlic and stir-fry. When fragrant, add onions from (1) and king king mushrooms from (1) and stir-fry quickly. ', '(3) Add crushed whole tomatoes, add A and bring to a boil. Cover and simmer over low heat for 10 to 15 minutes. ', '(4) Place in a bowl and sprinkle with coarsely ground black pepper. ']	1100.55	440.79
133	Chicken Tenderloin and Vermicelli Salad	Other seasoning: 13, Edible oil: 3, Cabbage: 80, Other dried food/seaweed: 50, Carrot: 40, Vinegar: 10, Cucumber: 40, Chicken: 80	['(1) Boil the vermicelli, cool under running water, drain and cut into easy-to-eat lengths. Cut the cabbage into strips, and cut the cucumber and carrot into thin strips. ', '(2) Place the cabbage from (1) in a heat-resistant container, place the fillets on top, and top with the ``flavor paste''. Cover with plastic wrap, heat in the microwave (600W) for 3 minutes, and mix thoroughly. Once the fever has subsided, tear the fillet into bite-sized pieces. ', '(3) Add the vermicelli, cucumber, carrot, and A from (1) and mix. ']	605.73	155.11
134	Doria	Rice: 181.818, Water: 200, Other seasoning: 0, Butter: 15, Edible oil: 12, Onion: 100, Salt: 0, Soy sauce: 6, Flavor seasoning: 9, Green onion: 0, Mushroom: 100, Cheese: 80, Wheat flour: 13.5, Chicken: 120, Milk: 210	['(1) Cut the chicken into small bite-sized pieces. Divide the shimeji mushrooms into florets and thinly slice the onion. Preheat the oven to 180°C. ', '(2) Heat olive oil in a frying pan, add the chicken, shimeji mushrooms, and onions from (1), season with salt and pepper, stir-fry, add water and simmer. ', '(3) Heat the butter in a separate frying pan, stir-fry the flour, and when it becomes smooth, add the milk and stir until smooth. When it boils, add (2), mix, and season with salt and pepper. ', '(4) Add rice and A to a bowl, mix, then divide evenly into a gratin dish and pour over (3). Top with cheese and bake in an oven at 180℃ for about 10 minutes until golden brown, then sprinkle with small onions. ', '*From ``How to make use of Japanese rice at home'' (published by Gentosha)']	1073.98	781.80
135	Boiled Egg and Chicken Wing Root in Sweet and Spicy Stew	Water: 50, Sugar: 18, Soy sauce: 57.5, Dried soup: 2.5, Egg: 120, Vinegar: 50, Chicken: 300	['(1) Put all the ingredients in a pot, cover with a dropper, and heat. Once it comes to a boil, reduce the heat to low and simmer for 20 minutes. ']	758.41	322.15
136	Oyakodon (Parent and Child Bowl)	Rice: 400, Water: 200, Other seasoning: 54, Onion: 200, Soy sauce: 54, Flavor seasoning: 2, Egg: 240, Other vegetables: 50, Chicken: 300	['(1) Cut the chicken into bite-sized pieces. Thinly slice the onion and cut the mitsuba into 3cm lengths. ', '(2) Put A into a pot, heat it, and when it boils, add the chicken and onions from (1) and simmer until cooked through. ', '(3) Set aside 1/4 of the amount of (2) in a pot for one person and heat it. When it boils, pour in one beaten egg, sprinkle with the spittle from (1), and heat until half-cooked. stop. ', '(4) Place rice in a bowl and place (3) on top, being careful not to lose its shape. Make in the same way for each person. ']	728.54	619.33
137	Chicken Wing Root and Chunky Vegetable Salt Stew	Water: 400, Edible oil: 12, Flavor seasoning: 16.6, Carrot: 87.5, Potato: 150, Broccoli: 100, Chicken: 350	['(1) Make incisions on both sides of the bone of the chicken wings. Cut the potatoes into large bite-sized pieces, and cut the carrots into chunks. Divide the broccoli into florets. ', '(2) Heat oil in a pan, add the chicken wings from (1) and fry until browned on both sides. ', '(3) Add the potatoes and carrots from (1) and stir-fry. Once the oil is coated, add A. ', '(4) When it boils, remove the scum, cover and simmer until it becomes soft. Add the broccoli from (1) and simmer for another 2 minutes. ']	925.53	335.84
138	Exquisite Miso Butter Soup with Mushrooms and Chicken	Water: 600, Butter: 0, Edible oil: 12, Flavor seasoning: 6, Green onion: 0, Carrot: 40, Miso: 45, Mushroom: 50, Spinach: 80, Other mushroom: 100, Chicken: 200	['(1) Cut the chicken into bite-sized pieces. Divide the maitake mushrooms and shimeji mushrooms into florets. Cut the carrots into strips and the spinach into 3cm lengths. ', '(2) Heat oil in a pan and stir-fry the chicken from (1). When the color changes, add the carrots from (1) and stir-fry. When the oil is coated, add the mushrooms from (1) and stir-fry until they soften. ', '(3) Add A and simmer. Once cooked, add spinach from (1) and simmer. Stir in the miso, place in a bowl, sprinkle with small onions, and top with butter if desired. ', '*Recommended amount of butter is about 10g for 4 people. ']	360.59	162.16
139	Chicken Teriyaki Stew	Water: 50, Other seasoning: 18, Other root vegetables: 3, Other alcohol: 15, Soy sauce: 6, Green onion: 50, Dried soup: 1.25, Sauce: 18, Chicken: 180	['(1) Cut the chicken into strips. Cut the green onions into 2cm wide pieces. ', '(2) Put A into a frying pan and bring to a boil over high heat, then add the chicken and green onions from (1). ', '(3) Boil for 2 to 3 minutes until the meat is cooked through. ']	439.43	165.38
140	Garlic Butter Chicken	Other seasoning: 100, Edible oil: 18, Green onion: 100, Other dried food/seaweed: 9, Mushroom: 100, Chicken: 250	['(1) Cut the chicken into 2cm cubes and sprinkle with potato starch. Slice the green onions diagonally, and separate the shimeji mushrooms into florets. ', '(2) Heat 1 tablespoon of oil in a frying pan and fry the chicken from (1). ', '(3) When the meat is cooked, add 1/2 tablespoon of oil, add the green onions and shimeji mushrooms from (1), fry over low heat until softened, then turn off the heat. ', '(4) Add the ``Cook Do Today's Platter'' and stir-fry again over medium heat. ']	403.97	205.18
141	Chicken Broth, Tasty Salt Pot	Water: 360, Other seasoning: 0, Other root vegetables: 5, Salt: 0, Flavor seasoning: 16.6, Green onion: 30, Carrot: 30, Tofu: 75, Mushroom: 50, Chinese cabbage: 250, Chicken: 220	['(1) Cut the chicken into bite-sized pieces. Put the minced meat and A into a bowl, mix well, divide into 4 equal parts and roll into balls to make chicken balls. ', '(2) Separate the Chinese cabbage into leaves and core. Cut the leaves into 4cm-wide pieces, and cut the core into 4cm-wide pieces. Slice the green onions diagonally and divide the shimeji mushrooms into small bunches. Slice the carrots into thin rounds and cut the tofu into bite-sized pieces. ', '(3) Put water and "nabe cube" in a pot and heat it. ', '(4) When it comes to a boil, add the chicken and chicken dumplings from (1), the Chinese cabbage cores, carrots, shimeji mushrooms, green onions, tofu, and Chinese cabbage leaves from (2) in that order and bring to a simmer. ', '*If you add a little bit of ``Hondashi'' as a secret ingredient to the chicken dumplings, it will be even more delicious. ', '*To finish off the hotpot, we recommend ``Chicken Dashi Zosui'' to finish off the hotpot. ']	684.68	256.48
